CO(GT)_winsor,PT08.S1(CO)_winsor,PT08.S4(NO2)_winsor,T_winsor,RH_winsor,AH_winsor,day_winsor,year_winsor,quarter_winsor,weekday_winsor,NO2(GT)_winsor,CO(GT),PT08.S1(CO),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,day,year,quarter,month,weekday,week_year,CO(GT)_winsor,PT08.S1(CO)_winsor,C6H6(GT)_winsor,PT08.S2(NMHC)_winsor,NOx(GT)_winsor,PT08.S3(NOx)_winsor,NO2(GT)_winsor,PT08.S4(NO2)_winsor,PT08.S5(O3)_winsor,T_winsor,RH_winsor,AH_winsor,day_winsor,year_winsor,quarter_winsor,month_winsor,weekday_winsor,week_year_winsor,air_quality
0.44701943587156323,0.36544337851844544,0.3941080727060476,0.4166617697088544,0.8087291847175753,0.3457548863772054,0.6537263954070721,0.0,0.0,0.7124143742160444,0.0,1.8,1011.0,1.3,527.0,21.0,1818.0,34.0,1197.0,445.0,10.1,60.5,0.7465,11.0,2004.0,1.0,3.0,3.0,11.0,1.8,1011.0,1.3,527.0,30.0,1448.0,36.0,1197.0,445.0,10.1,60.5,0.7465,11.0,2004.0,1.0,3.0,3.0,11.0,good
0.12521368402069394,0.44008441213178134,0.3812174659887342,0.45353769963342483,0.7594904876195885,0.33807809197972294,0.6537263954070721,0.0,0.0,0.7124143742160444,0.0,0.7,1066.0,1.1,512.0,16.0,1918.0,28.0,1182.0,422.0,11.0,56.2,0.7366,11.0,2004.0,1.0,3.0,3.0,11.0,0.7,1066.0,1.2,518.0,30.0,1448.0,36.0,1182.0,422.0,11.0,56.2,0.7366,11.0,2004.0,1.0,3.0,3.0,11.0,good
0.12521368402069394,0.4214563968473879,0.41440105441420305,0.4334069360628509,0.7816883554022169,0.3370667788323113,0.6537263954070721,0.0,0.0,0.7124143742160444,0.15879347095412577,0.7,1052.0,1.6,553.0,34.0,1738.0,48.0,1221.0,472.0,10.5,58.1,0.7353,11.0,2004.0,1.0,3.0,3.0,11.0,0.7,1052.0,1.6,553.0,34.0,1448.0,48.0,1221.0,472.0,10.5,58.1,0.7353,11.0,2004.0,1.0,3.0,3.0,11.0,good
0.2614896070783901,0.5395923390719234,0.5087085053100464,0.42090396450857304,0.7987145885130948,0.3420382538602392,0.6537263954070721,0.0,0.0,0.7124143742160444,0.45671683710639854,1.1,1144.0,3.2,667.0,98.0,1490.0,82.0,1339.0,730.0,10.2,59.6,0.7417,11.0,2004.0,1.0,3.0,3.0,11.0,1.1,1144.0,3.2,667.0,98.0,1448.0,82.0,1339.0,730.0,10.2,59.6,0.7417,11.0,2004.0,1.0,3.0,3.0,11.0,moderate
0.4915138165113889,0.7550673752391757,0.6363100731697339,0.4455879066254246,0.7735943396869509,0.34134024508504035,0.6537263954070721,0.0,0.0,0.7124143742160444,0.6311378641588217,2.0,1333.0,8.0,900.0,174.0,1136.0,112.0,1517.0,1102.0,10.8,57.4,0.7408,11.0,2004.0,1.0,3.0,3.0,11.0,2.0,1333.0,8.0,900.0,174.0,1136.0,112.0,1517.0,1102.0,10.8,57.4,0.7408,11.0,2004.0,1.0,3.0,3.0,11.0,bad
0.5331355299368062,0.7739708262308789,0.6798515783867093,0.4334069360628509,0.8098328586230881,0.36311787395055484,0.6537263954070721,0.0,0.0,0.7124143742160444,0.5732428976824545,2.2,1351.0,9.5,960.0,129.0,1079.0,101.0,1583.0,1028.0,10.5,60.6,0.7691,11.0,2004.0,1.0,3.0,3.0,11.0,2.2,1351.0,9.5,960.0,129.0,1079.0,101.0,1583.0,1028.0,10.5,60.6,0.7691,11.0,2004.0,1.0,3.0,3.0,11.0,bad
0.42356547942885026,0.6451686279559636,0.5873037148631534,0.4455879066254246,0.7851279128235222,0.35246532175693723,0.6537263954070721,0.0,0.0,0.7124143742160444,0.5563670864324628,1.7,1233.0,6.3,827.0,112.0,1218.0,98.0,1446.0,860.0,10.8,58.4,0.7552,11.0,2004.0,1.0,3.0,3.0,11.0,1.7,1233.0,6.3,827.0,112.0,1218.0,98.0,1446.0,860.0,10.8,58.4,0.7552,11.0,2004.0,1.0,3.0,3.0,11.0,moderate
0.37393232480075467,0.5820587926332624,0.5261196779429868,0.4334069360628509,0.7793856035720111,0.3369889541350636,0.6537263954070721,0.0,0.0,0.7124143742160444,0.5210244727559249,1.5,1179.0,5.0,762.0,95.0,1328.0,92.0,1362.0,671.0,10.5,57.9,0.7352,11.0,2004.0,1.0,3.0,3.0,11.0,1.5,1179.0,5.0,762.0,95.0,1328.0,92.0,1362.0,671.0,10.5,57.9,0.7352,11.0,2004.0,1.0,3.0,3.0,11.0,moderate
0.3992262617307109,0.648593282901486,0.5549821831232444,0.39037714400145057,0.8749790172662151,0.3828206977830646,0.6537263954070721,0.0,0.0,0.7124143742160444,0.5389719387244919,1.6,1236.0,5.2,774.0,104.0,1301.0,95.0,1401.0,664.0,9.5,66.8,0.7951,11.0,2004.0,1.0,3.0,3.0,11.0,1.6,1236.0,5.2,774.0,104.0,1301.0,95.0,1401.0,664.0,9.5,66.8,0.7951,11.0,2004.0,1.0,3.0,3.0,11.0,moderate
0.46965027449569274,0.7044796103371256,0.6497012453954969,0.3329732705773491,0.9649365134302563,0.415669568707741,0.6537263954070721,0.0,0.0,0.7124143742160444,0.6311378641588217,1.9,1286.0,7.3,869.0,146.0,1162.0,112.0,1537.0,799.0,8.3,76.4,0.8393,11.0,2004.0,1.0,3.0,3.0,11.0,1.9,1286.0,7.3,869.0,146.0,1162.0,112.0,1537.0,799.0,8.3,76.4,0.8393,11.0,2004.0,1.0,3.0,3.0,11.0,bad
0.6607158688091008,0.794681717755846,0.7706450154495512,0.31746363357088425,1.0,0.4406214164120382,0.6537263954070721,0.0,0.0,0.7124143742160444,0.7059971771547033,2.9,1371.0,11.5,1034.0,207.0,983.0,128.0,1730.0,1037.0,8.0,81.1,0.8736,11.0,2004.0,1.0,3.0,3.0,11.0,2.9,1371.0,11.5,1034.0,207.0,983.0,128.0,1730.0,1037.0,8.0,80.5,0.8736,11.0,2004.0,1.0,3.0,3.0,11.0,bad
0.5331355299368062,0.7305382983893461,0.7203745369839014,0.3329732705773491,0.9941402249396569,0.4436453036093728,0.6537263954070721,0.0,0.0,0.7124143742160444,0.6971642209643452,2.2,1310.0,8.8,933.0,184.0,1082.0,126.0,1647.0,946.0,8.3,79.8,0.8778,11.0,2004.0,1.0,3.0,3.0,11.0,2.2,1310.0,8.8,933.0,184.0,1082.0,126.0,1647.0,946.0,8.3,79.8,0.8778,11.0,2004.0,1.0,3.0,3.0,11.0,bad
0.5331355299368062,0.7110395587621529,0.6850055991181694,0.39930196631607334,0.9176926418406941,0.4285304276800866,0.6537263954070721,0.0,0.0,0.7124143742160444,0.7189930988105544,2.2,1292.0,8.3,912.0,193.0,1103.0,131.0,1591.0,957.0,9.7,71.2,0.8569,11.0,2004.0,1.0,3.0,3.0,11.0,2.2,1292.0,8.3,912.0,193.0,1103.0,131.0,1591.0,957.0,9.7,71.2,0.8569,11.0,2004.0,1.0,3.0,3.0,11.0,bad
0.6607158688091008,0.8069638247091254,0.7641229531028761,0.4037020124603583,0.8829475677516248,0.40031075937317284,0.6537263954070721,0.0,0.0,0.7124143742160444,0.7358689100605467,2.9,1383.0,11.2,1020.0,243.0,1008.0,135.0,1719.0,1104.0,9.8,67.6,0.8185,11.0,2004.0,1.0,3.0,3.0,11.0,2.9,1383.0,11.2,1020.0,243.0,1008.0,135.0,1719.0,1104.0,9.8,67.6,0.8185,11.0,2004.0,1.0,3.0,3.0,11.0,bad
0.916669710367256,0.9955494239851544,0.9605165975132695,0.4251084504112653,0.8484160999035772,0.39136979611858774,0.6537263954070721,0.0,0.0,0.7124143742160444,0.7987445051855374,4.8,1581.0,20.8,1319.0,281.0,799.0,151.0,2083.0,1409.0,10.3,64.2,0.8065,11.0,2004.0,1.0,3.0,3.0,11.0,4.8,1581.0,20.8,1319.0,281.0,799.0,151.0,2083.0,1409.0,10.3,64.2,0.8065,11.0,2004.0,1.0,3.0,3.0,11.0,bad
1.0,1.0,1.0,0.39930196631607334,0.8995766045291032,0.41022537271288617,0.6537263954070721,0.0,0.0,0.7124143742160444,0.8719002867959432,6.9,1776.0,27.4,1488.0,383.0,702.0,172.0,2333.0,1704.0,9.7,69.3,0.8319,11.0,2004.0,1.0,3.0,3.0,11.0,5.6,1586.0,27.4,1488.0,383.0,702.0,172.0,2165.0,1704.0,9.7,69.3,0.8319,11.0,2004.0,1.0,3.0,3.0,11.0,bad
1.0,1.0,1.0,0.39486060458023475,0.8849251852747302,0.3964436077108952,0.6537263954070721,0.0,0.0,0.7124143742160444,0.8485513403998735,6.1,1640.0,24.0,1404.0,351.0,743.0,165.0,2191.0,1654.0,9.6,67.8,0.8133,11.0,2004.0,1.0,3.0,3.0,11.0,5.6,1586.0,24.0,1404.0,351.0,743.0,165.0,2165.0,1654.0,9.6,67.8,0.8133,11.0,2004.0,1.0,3.0,3.0,11.0,bad
0.8079227776778832,0.733762040064335,0.7569602334033345,0.37200584265655634,0.8463291208752625,0.3421933179387903,0.6537263954070721,0.0,0.0,0.7124143742160444,0.7400103036362464,3.9,1313.0,12.8,1076.0,240.0,957.0,136.0,1707.0,1285.0,9.1,64.0,0.7419,11.0,2004.0,1.0,3.0,3.0,11.0,3.9,1313.0,12.8,1076.0,240.0,957.0,136.0,1707.0,1285.0,9.1,64.0,0.7419,11.0,2004.0,1.0,3.0,3.0,11.0,bad
0.37393232480075467,0.2998321825924131,0.5041173041053988,0.32785969050743285,0.8400294361040975,0.30174437461601983,0.6537263954070721,0.0,0.0,0.7124143742160444,0.47678868623932,1.5,965.0,4.7,749.0,94.0,1325.0,85.0,1333.0,821.0,8.2,63.4,0.6905,11.0,2004.0,1.0,3.0,3.0,11.0,1.5,965.0,4.7,749.0,94.0,1325.0,85.0,1333.0,821.0,8.2,63.4,0.6905,11.0,2004.0,1.0,3.0,3.0,11.0,moderate
0.23002420943299887,0.2217909030589045,0.44003083879023874,0.32785969050743285,0.8120348415541242,0.2817861805660083,0.6537263954070721,0.0,0.0,0.7124143742160444,0.21371991396830864,1.0,913.0,2.6,629.0,47.0,1565.0,53.0,1252.0,552.0,8.2,60.8,0.6657,11.0,2004.0,1.0,3.0,3.0,11.0,1.0,913.0,2.6,629.0,47.0,1448.0,53.0,1252.0,552.0,8.2,60.8,0.6657,11.0,2004.0,1.0,3.0,3.0,11.0,moderate
0.42356547942885026,0.4584695972032155,0.5358312677489084,0.3329732705773491,0.7862705727050803,0.2639131763787031,0.6829301092228482,0.0,0.0,0.8270874753469162,0.550627974247601,1.7,1080.0,5.9,805.0,122.0,1254.0,97.0,1375.0,816.0,8.3,58.5,0.6438,12.0,2004.0,1.0,3.0,4.0,11.0,1.7,1080.0,5.9,805.0,122.0,1254.0,97.0,1375.0,816.0,8.3,58.5,0.6438,12.0,2004.0,1.0,3.0,4.0,11.0,moderate
0.46965027449569274,0.4107002999584174,0.5380593723351068,0.301428147094359,0.7998346401096499,0.25319065638064586,0.6829301092228482,0.0,0.0,0.8270874753469162,0.621042994208858,1.9,1044.0,6.4,829.0,133.0,1247.0,110.0,1378.0,832.0,7.7,59.7,0.6308,12.0,2004.0,1.0,3.0,4.0,11.0,1.9,1044.0,6.4,829.0,133.0,1247.0,110.0,1378.0,832.0,7.7,59.7,0.6308,12.0,2004.0,1.0,3.0,4.0,11.0,bad
0.34760570114363315,0.33301927538993314,0.4816313230966921,0.26762794639781773,0.822938946291614,0.25053815749966746,0.6829301092228482,0.0,0.0,0.8270874753469162,0.5149130868040687,1.4,988.0,4.1,718.0,82.0,1396.0,91.0,1304.0,692.0,7.1,61.8,0.6276,12.0,2004.0,1.0,3.0,4.0,11.0,1.4,988.0,4.1,718.0,82.0,1396.0,91.0,1304.0,692.0,7.1,61.8,0.6276,12.0,2004.0,1.0,3.0,4.0,11.0,moderate
0.16207587235046017,0.1842617788240875,0.38553240680705936,0.26175207518853244,0.8283260573107171,0.24929300291784628,0.6829301092228482,0.0,0.0,0.8270874753469162,0.6159271430515758,0.8,889.0,1.9,574.0,180.0,1680.0,109.0,1187.0,512.0,7.0,62.3,0.6261,12.0,2004.0,1.0,3.0,4.0,11.0,0.8,889.0,1.9,574.0,180.0,1448.0,109.0,1187.0,512.0,7.0,62.3,0.6261,12.0,2004.0,1.0,3.0,4.0,11.0,bad
0.44701943587156323,0.0892172209251283,0.33884091156688523,0.2053008738882991,0.8659012277548667,0.24821293950784706,0.6829301092228482,0.0,0.0,0.8270874753469162,0.0,1.8,831.0,1.1,506.0,21.0,1893.0,32.0,1134.0,384.0,6.1,65.9,0.6248,12.0,2004.0,1.0,3.0,4.0,11.0,1.8,831.0,1.2,518.0,30.0,1448.0,36.0,1134.0,398.0,6.1,65.9,0.6248,12.0,2004.0,1.0,3.0,4.0,11.0,good
0.08611609406524312,0.11608253546130981,0.35759699338947315,0.21844065075822688,0.856700484764419,0.24696563817357092,0.6829301092228482,0.0,0.0,0.8270874753469162,0.1106539582093295,0.6,847.0,1.0,501.0,30.0,1895.0,44.0,1155.0,394.0,6.3,65.0,0.6233,12.0,2004.0,1.0,3.0,4.0,11.0,0.6,847.0,1.2,518.0,30.0,1448.0,44.0,1155.0,398.0,6.3,65.0,0.6233,12.0,2004.0,1.0,3.0,4.0,11.0,good
0.16207587235046017,0.24323041379097593,0.4160741062203399,0.24977671277942592,0.8347347004964397,0.24704882744631218,0.6829301092228482,0.0,0.0,0.8270874753469162,0.3763459263464003,0.8,927.0,1.8,571.0,56.0,1685.0,71.0,1223.0,487.0,6.8,62.9,0.6234,12.0,2004.0,1.0,3.0,4.0,11.0,0.8,927.0,1.8,571.0,56.0,1448.0,71.0,1223.0,487.0,6.8,62.9,0.6234,12.0,2004.0,1.0,3.0,4.0,11.0,moderate
0.34760570114363315,0.472748826449964,0.525368800146744,0.2248761452639622,0.8577289651113923,0.25385296784984007,0.6829301092228482,0.0,0.0,0.8270874753469162,0.5896294854534047,1.4,1091.0,4.4,730.0,109.0,1387.0,104.0,1361.0,748.0,6.4,65.1,0.6316,12.0,2004.0,1.0,3.0,4.0,11.0,1.4,1091.0,4.4,730.0,109.0,1387.0,104.0,1361.0,748.0,6.4,65.1,0.6316,12.0,2004.0,1.0,3.0,4.0,11.0,bad
0.8705849153004134,1.0,0.866487107658072,0.27916514152260086,0.8368575495346925,0.26891531566039,0.6829301092228482,0.0,0.0,0.8270874753469162,0.7602740392933295,4.4,1587.0,17.9,1236.0,307.0,897.0,141.0,1900.0,1400.0,7.3,63.1,0.6499,12.0,2004.0,1.0,3.0,4.0,11.0,4.4,1586.0,17.9,1236.0,307.0,897.0,141.0,1900.0,1400.0,7.3,63.1,0.6499,12.0,2004.0,1.0,3.0,4.0,11.0,bad
0.44701943587156323,0.9630838541497294,0.9481694653718307,0.37666599414124363,0.7594904876195885,0.27398054178216685,0.6829301092228482,0.0,0.0,0.8270874753469162,0.6159271430515758,1.8,1545.0,22.1,1353.0,180.0,767.0,109.0,2058.0,1588.0,9.2,56.2,0.6561,12.0,2004.0,1.0,3.0,4.0,11.0,1.8,1545.0,22.1,1353.0,180.0,767.0,109.0,2058.0,1588.0,9.2,56.2,0.6561,12.0,2004.0,1.0,3.0,4.0,11.0,bad
0.6929682253359286,0.7729272550632071,0.7599507966302761,0.5331605643957319,0.5608904942979924,0.2541840018161056,0.6829301092228482,0.0,0.0,0.8270874753469162,0.6790731508556048,3.1,1350.0,14.0,1118.0,187.0,912.0,122.0,1712.0,1237.0,13.2,41.7,0.632,12.0,2004.0,1.0,3.0,4.0,11.0,3.1,1350.0,14.0,1118.0,187.0,912.0,122.0,1712.0,1237.0,13.2,41.7,0.632,12.0,2004.0,1.0,3.0,4.0,11.0,bad
0.6267652552816597,0.6790466307171403,0.6894941658042872,0.568451618586136,0.5062513908201289,0.24779730038646608,0.6829301092228482,0.0,0.0,0.8270874753469162,0.7681804296398752,2.7,1263.0,11.6,1037.0,216.0,969.0,143.0,1598.0,1167.0,14.3,38.4,0.6243,12.0,2004.0,1.0,3.0,4.0,11.0,2.7,1263.0,11.6,1037.0,216.0,969.0,143.0,1598.0,1167.0,14.3,38.4,0.6243,12.0,2004.0,1.0,3.0,4.0,11.0,bad
0.5126603904451111,0.6139666737776754,0.6497012453954969,0.5896117656959654,0.4726765170114432,0.24380064250829775,0.6829301092228482,0.0,0.0,0.8270874753469162,0.6361184928074457,2.1,1206.0,10.2,986.0,143.0,1035.0,113.0,1537.0,959.0,15.0,36.5,0.6195,12.0,2004.0,1.0,3.0,4.0,11.0,2.1,1206.0,10.2,986.0,143.0,1035.0,113.0,1537.0,959.0,15.0,36.5,0.6195,12.0,2004.0,1.0,3.0,4.0,11.0,bad
0.590927551239319,0.666718979681552,0.6862900574808063,0.6210615163487904,0.43544467142868715,0.2493760489504413,0.6829301092228482,0.0,0.0,0.8270874753469162,0.6508023753912368,2.5,1252.0,11.0,1016.0,160.0,1008.0,116.0,1593.0,983.0,16.1,34.5,0.6262,12.0,2004.0,1.0,3.0,4.0,11.0,2.5,1252.0,11.0,1016.0,160.0,1008.0,116.0,1593.0,983.0,16.1,34.5,0.6262,12.0,2004.0,1.0,3.0,4.0,11.0,bad
0.6267652552816597,0.7055750561155057,0.728413213801986,0.6265615963393181,0.4580277307408803,0.27389899514655625,0.6829301092228482,0.0,0.0,0.8270874753469162,0.6836504851340166,2.7,1287.0,12.8,1078.0,163.0,949.0,123.0,1660.0,1061.0,16.3,35.7,0.656,12.0,2004.0,1.0,3.0,4.0,11.0,2.7,1287.0,12.8,1078.0,163.0,949.0,123.0,1660.0,1061.0,16.3,35.7,0.656,12.0,2004.0,1.0,3.0,4.0,11.0,bad
0.6607158688091008,0.7760556549457008,0.7765382975948122,0.6126895889534654,0.4816741470868131,0.2779703068181232,0.6829301092228482,0.0,0.0,0.8270874753469162,0.6971642209643452,2.9,1353.0,14.2,1122.0,190.0,922.0,126.0,1740.0,1139.0,15.8,37.0,0.661,12.0,2004.0,1.0,3.0,4.0,11.0,2.9,1353.0,14.2,1122.0,190.0,922.0,126.0,1740.0,1139.0,15.8,37.0,0.661,12.0,2004.0,1.0,3.0,4.0,11.0,bad
0.6439639471333972,0.7294620782922856,0.7265637328196275,0.6154967280508186,0.4852400930150256,0.2817861805660083,0.6829301092228482,0.0,0.0,0.8270874753469162,0.669805767981234,2.8,1309.0,12.7,1073.0,178.0,954.0,120.0,1657.0,1112.0,15.9,37.2,0.6657,12.0,2004.0,1.0,3.0,4.0,11.0,2.8,1309.0,12.7,1073.0,178.0,954.0,120.0,1657.0,1112.0,15.9,37.2,0.6657,12.0,2004.0,1.0,3.0,4.0,11.0,bad
0.5722331198922571,0.6912674634260804,0.6971433300458323,0.6426882111370193,0.4316067451781089,0.2730016570094112,0.6829301092228482,0.0,0.0,0.8270874753469162,0.6651144738808962,2.4,1274.0,11.7,1041.0,150.0,1006.0,119.0,1610.0,994.0,16.9,34.3,0.6549,12.0,2004.0,1.0,3.0,4.0,11.0,2.4,1274.0,11.7,1041.0,150.0,1006.0,119.0,1610.0,994.0,16.9,34.3,0.6549,12.0,2004.0,1.0,3.0,4.0,11.0,bad
0.8079227776778832,0.9307870402951203,0.8718547535042345,0.5925588253828915,0.5266322536590244,0.29059448055369047,0.6829301092228482,0.0,0.0,0.8270874753469162,0.7912570090373005,3.9,1510.0,19.3,1277.0,206.0,812.0,149.0,1910.0,1410.0,15.1,39.6,0.6766,12.0,2004.0,1.0,3.0,4.0,11.0,3.9,1510.0,19.3,1277.0,206.0,812.0,149.0,1910.0,1410.0,15.1,39.6,0.6766,12.0,2004.0,1.0,3.0,4.0,11.0,bad
0.7810475255544018,0.9447191888382186,0.8375586610649425,0.5715330728043264,0.5874111742608873,0.31596858435091113,0.6829301092228482,0.0,0.0,0.8270874753469162,0.7759777628442381,3.7,1525.0,18.2,1246.0,202.0,821.0,145.0,1847.0,1448.0,14.4,43.4,0.7084,12.0,2004.0,1.0,3.0,4.0,11.0,3.7,1525.0,18.2,1246.0,202.0,821.0,145.0,1847.0,1448.0,14.4,43.4,0.7084,12.0,2004.0,1.0,3.0,4.0,11.0,bad
1.0,1.0,1.0,0.5230605034322985,0.6881817770684591,0.34675971656190663,0.6829301092228482,0.0,0.0,0.8270874753469162,0.865326983722829,6.6,1843.0,32.6,1610.0,340.0,624.0,170.0,2390.0,1887.0,12.9,50.5,0.7478,12.0,2004.0,1.0,3.0,4.0,11.0,5.6,1586.0,28.3,1510.0,340.0,624.0,170.0,2165.0,1887.0,12.9,50.5,0.7478,12.0,2004.0,1.0,3.0,4.0,11.0,bad
0.8705849153004134,1.0,0.8883177090511325,0.49502257508044517,0.7241461522262984,0.35123371833494055,0.6829301092228482,0.0,0.0,0.8270874753469162,0.7912570090373005,4.4,1598.0,20.1,1299.0,274.0,752.0,149.0,1941.0,1627.0,12.1,53.3,0.7536,12.0,2004.0,1.0,3.0,4.0,11.0,4.4,1586.0,20.1,1299.0,274.0,752.0,149.0,1941.0,1627.0,12.1,53.3,0.7536,12.0,2004.0,1.0,3.0,4.0,11.0,bad
0.7530034235897791,0.9063070895662226,0.7664994256034021,0.45353769963342483,0.7930864607153462,0.36685314769724253,0.6829301092228482,0.0,0.0,0.8270874753469162,0.7522554978314963,3.5,1484.0,14.3,1127.0,253.0,839.0,139.0,1723.0,1491.0,11.0,59.1,0.774,12.0,2004.0,1.0,3.0,4.0,11.0,3.5,1484.0,14.3,1127.0,253.0,839.0,139.0,1723.0,1491.0,11.0,59.1,0.774,12.0,2004.0,1.0,3.0,4.0,11.0,bad
